Coleção;codigo colecao;Identificação;Grupo;codigo grupo;Série;codigo serie;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;1;BRFM_CT_12_132;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Vento, companheiro das crianças;;;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.07;;3;3;;;132
1;1;BRFM_CT_12_133;26;26;26;26;;96;Dia da criação do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.;Criança aproveita o Dia de Criação total;;;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.08;;3;3;;;133
1;1;BRFM_CT_12_134;26;26;26;26;;96;"""Domingo do Papel"", evento que fez parte da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingo no Parque Lage encerra Semana da Criança;;;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.09;;3;3;;;134
1;1;BRFM_CT_12_135;26;26;26;26;;96;"""Domingo do Papel"", evento que fez parte da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Arte livre para milhares;;2000-12-16;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 70.10;;3;3;;;135
1;1;BRFM_CT_12_136;26;26;26;26;;96;"Casamento-performance do artista plástico Ernesto Neto com a designer gráfica Lili Kemper que lembra a série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";MAM como catedral;;2000-12-16;;;Gilberto de Abreu;Português;3 páginas;Rio de Janeiro, RJ;43;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Oxidado;Doc. 71;;3;3;;;136
1;1;BRFM_CT_12_137;26;26;26;26;;99;"Roteiro educativo do Itaú Cultural sobre como utilizar a ""Coleção Anos 70"" em sala de aula.";Coleção Anos 70;;1905-06-23;;;;Português;20 páginas;São Paulo, SP;;;;Textual;"Original; cópia";1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 72.01;;3;3;;;137
1;1;BRFM_CT_12_138;26;26;26;26;;62;"Referente ao projeto ""Anos 70: Trajetória"" do Itaú Cultural.";Anos 70: Trajetórias;;1905-06-23;;;;Português;24 páginas;São Paulo, SP;;;;Textual;"Original; cópia";1;Impresso;3;"15,00 x 25,5,00 cm; 21,00 x 29,5,00 cm";Bom;Doc. 72.02;;3;3;;;138
1;1;BRFM_CT_12_139;26;26;26;26;;59;"Impressos presentes em espaço espositivo do projeto ""Anos 70: Trajetória"" do Itaú Cultural.";Anos 70: Trajetórias;;1905-06-23;;;;Português;14 páginas;São Paulo, SP;;;;Textual;"Original; cópia";1;Impresso;3;"15,00 x 25,5,00 cm; 21,00 x 29,5,00 cm";Bom;Doc. 72.03;;3;3;;;139
1;1;BRFM_CT_12_140;26;26;26;26;;89;"Referente ao projeto ""Anos 70: Trajetória"" do Itaú Cultural.";Anos 70: Trajetórias;;1905-06-23;;;;Português;1 página;São Paulo, SP;;;;Textual;Original;3;Impresso;3;37,5,00 x 23,00 cm;Bom;Doc. 72.04;;3;3;;;140
1;1;BRFM_CT_12_141;26;26;26;26;;89;Evento realizado no Instituto Itaú Cultural.;Artes Plásticas dos Anos 60 à Contemporaneidade;;1905-06-18;;;;Português;2 páginas;São Paulo, SP;;;;Textual;"Original; cópia";1;Impresso;3;21,00 x 21,5,00 cm;Oxidado, Manchado;Doc. 72.05;;3;3;;;141
1;1;BRFM_CT_12_142;26;26;26;26;;89;Programação com páginas de publicação em anexo.;Artes Plásticas dos Anos 60 à Contemporaneidade;;;;;;Português;5 páginas;São Paulo, SP;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 72.06;;3;3;;;142
1;1;BRFM_CT_12_143;26;26;26;26;;14;Sobre legenda de fotos. Não há identificação do remetente.;;;2017-01-12;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 73;;3;3;;;143
1;1;BRFM_CT_12_144;26;26;26;26;;14;"Sobre documentação relacionado aos ""Domingos da Criação"".";;;;;;Lucia [incompreensível] Lute;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Manuscrito;3;15,5,00 x 10,5,00 cm;Manchado;Doc. 74.01;;3;3;;;144
1;1;BRFM_CT_12_145;26;26;26;26;;14;Sobre empréstimo de material.;;;;;;"Luiz Camillo Osorio; Luiz GUilherme Vergara";Português;1 página;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 74.02;;3;3;;;145
1;1;BRFM_CT_12_146;26;26;26;26;;96;"""Noite da Vigília"" no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Venham todos ao MAM: é a noite do silêncio;;1971-09-02;;;;Português;1 página;Rio de Janeiro, RJ;4;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 75;;3;3;;;146
1;1;BRFM_CT_12_147;26;26;26;26;;57;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;Português;6 páginas;;;;;Textual, iconográfico;"Original; cópia";1;Impresso;3;"18,5,00 x 24,00 cm; 21,00 x 29,5,00 cm";Bom;Doc. 76.01;;3;3;;;147
1;1;BRFM_CT_12_148;26;26;26;26;;59;"Evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingo de papel;;1971-01-24;;;Frederico Morais;Português;4 páginas;;;;;Textual, iconográfico;"Original; cópia";1;Impresso;3;21,00 x 27,00 cm;Bom;Doc. 76.02;;3;3;;;148
1;1;BRFM_CT_12_149;26;26;26;26;;91;"Livro ""Domingos da criação: uma coleção poética do experimental em arte e educação"".";;;2017-04-07;;;Frederico Morais;Português;2 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 76.03;;3;3;;;149
1;1;BRFM_CT_12_150;26;26;26;26;;75;"Livro sobre série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingos da Criação: uma coleção poética do experimental em arte e educação;;;;;Frederico Morais;Português;33 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 76.04;;3;3;;;150
1;1;BRFM_CT_12_151;26;26;26;26;;91;"Livro ""Uma coleção poética: Domingos da criação e vozes do experimental em arte e educação.";;;;;;Jéssica Gogan;Português;12 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 76.05;;3;3;;;151
1;1;BRFM_CT_12_152;26;26;26;26;;14;Participação do crítico de arte Frederico Morais no Seminário Internacional: Reconfigurações do Público: Arte, Pedagogia e Participação, realizado no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. Em anexo informações sobre o seminário e questões colocadas por Guilherme Vergara.;;;2011-11-10;;;Luiz Guilherme Vergara;Português;15 páginas;Pittsburgh, EUA;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 76.06;;3;3;;;152
1;1;BRFM_CT_12_153;26;26;26;26;;126;"Termo de consentimento e licenças de uso de obra referentes ao livro ""Uma Coleção Poética: Domingos da Criação e Vozes do Experimental Em Arte e Educação"".";;;;;;;Português;8 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 76.07;;3;3;;;153
1;1;BRFM_CT_12_154;26;26;26;26;;49;Entrevista com Amir Haddad sobre o Museu de Arte Moderna do Rio de Janeiro - MAM/RJ nas décadas de 1960 e 1970.;;;;;;;Português;18 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 76.08;;3;3;;;154
1;1;BRFM_CT_12_155;26;26;26;26;;126;"Trecho do livro ""Neovanguardas"" com texto sobre o crítico Frederico Morais, junto com capa e sumário da publicação.";O pensamento crítico de Frederico Morais na formulação do ideário das neovanguardas;;;;;Marília Andrés Ribeiro;Português;4 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 77.01;;3;3;;;155
1;1;BRFM_CT_12_156;26;26;26;26;;126;"Trecho do livro ""Artes Plásticas: a crise da hora atual"".";O Público: O Exercício da Liberdade;;;;;Frederico Morais;Português;4 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 77.02;;3;3;;;156
1;1;BRFM_CT_12_157;26;26;26;26;;126;"Trecho do livro ""Panorama das Artes Plásticas - Séculos XIX e XX"".";Do Corpo à Terra;;;;;Frederico Morais;Português;3 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 77.03;;3;3;;;157
1;1;BRFM_CT_12_158;26;26;26;26;;126;"Trecho do livro ""Cronologia das Artes Plásticas no Rio de Janeiro 1816-1994"".";;;;;;Frederico Morais;Português;3 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 77.04;;3;3;;;158
1;1;BRFM_CT_12_159;26;26;26;26;;126;"Trecho do livro ""Explode Geração!"".";;;;;;Roberto Pontual;Português;2 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 77.05;;3;3;;;159
1;1;BRFM_CT_12_160;26;26;26;26;;91;"Exposição ""Domingos da Criação: 40 anos"". Em anexo texto sobre a série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;2010-06-28;;;Frederico Morais;Português;5 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.01;;3;3;;;160
1;1;BRFM_CT_12_161;26;26;26;26;;6;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingos da Criação;;;;;Frederico Morais;Português;5 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.02;;3;3;;;161
1;1;BRFM_CT_12_162;26;26;26;26;;43;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. Em anexo reportagens sobre os eventos.";Domingos da Criação - Cronologia 1928-2010;;;;;Frederico Morais;Português;14 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.03;;3;3;;;162
1;1;BRFM_CT_12_163;26;26;26;26;;99;"Roteiro de exposições sobre a série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;Frederico Morais;Português;7 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 78.04;;3;3;;;163
1;1;BRFM_CT_12_164;26;26;26;26;;99;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";;;;;;;Português;13 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.05;;3;3;;;164
1;1;BRFM_CT_12_165;26;26;26;26;;45;"Participantes do evento ""O Tecido do Domingo"".";;;;;;;Português;3 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 78.06;;3;3;;;165
1;1;BRFM_CT_12_166;26;26;26;26;;89;Evento realizado pelo Instituto Moreira Salles e pelo Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.;Encontros Contemporâneos da Arte;;1905-07-02;;;;Português;16 páginas;Rio de Janeiro, RJ;;;;Textual;Original;4;Impresso;3;15,00 x 21,00 cm;Oxidado;Doc. 78.07;;3;3;;;166
1;1;BRFM_CT_12_167;26;26;26;26;;65;Documentos do arquito do crítico Frederico Morais que serão entregues ao Museu de Arte Contemporânea do Rio de Janeiro - MAM/RJ para uso em exposição sobre os domingos da criação.;Domingos da Criação;;;-/10/2010;;Frederico Morais;Português;8 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.08;;3;3;;;167
1;1;BRFM_CT_12_168;26;26;26;26;;37;"Reportagens sobre evento ""Um Domingo de Papel"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;Português;18 páginas;Rio de Janeiro, RJ;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 78.09;;3;3;;;168
1;1;BRFM_CT_12_169;26;26;26;26;;37;"Reportagens sobre evento ""Um Domingo Terra-aTerra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;Português;8 páginas;Rio de Janeiro, RJ;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 78.10;;3;3;;;169
1;1;BRFM_CT_12_170;26;26;26;26;;37;"Reportagens sobre evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;Português;7 páginas;Rio de Janeiro, RJ;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.11;;3;3;;;170
1;1;BRFM_CT_12_171;26;26;26;26;;37;"Reportagens sobre evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;Português;20 páginas;Rio de Janeiro, RJ;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 78.12;;3;3;;;171
1;1;BRFM_CT_12_172;26;26;26;26;;97;Resumo de conferência sobre arte efêmera e notas enviado à Maria de Jesus do Núcleo de Projetos Educativos do Itaú Cultural.;;;2001-11-13;;;Frederico Morais;Português;18 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 79.01;;3;3;;;172
1;1;BRFM_CT_12_173;26;26;26;26;;45;Projeção de sala expositivo.;;;;;;;;7 páginas;;;;;Iconográfico;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 79.02;;3;3;;;173
1;1;BRFM_CT_12_174;26;26;26;26;;6;Cultura brasileira.;"Les ""Faits"" Et Le Flux De Pensée Soulevé Par Eux";;;;;;Francês;4 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 30,00 cm;Oxidado;Doc. 79.03;;3;3;;;174
1;1;BRFM_CT_12_175;26;26;26;26;;99;"Apresentação em evento realizado no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. Em anexo sumário de apresentação realizada no XI Congresso de La Union Internacional de Arquitetos e capa de dissertação com o título ""A Experiência dos Domingos da Criação no Museu de Arte Moderna do Rio de Janeiro"".";Jung e a Criatividade;;;;;Carlos Byington;Português;4 páginas;Rio de Janeiro, RJ;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 79.04;;3;3;;;175
1;1;BRFM_CT_12_176;26;26;26;26;;99;Apresentação em evento realizado no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. Em anexo transcrição de debate.;Jung e a Criatividade;;;;;Carlos Byington;Português;20 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;2;22,00 x 33,00 cm;Oxidado, Manchado;Doc. 79.05;;3;3;;;176
1;1;BRFM_CT_12_177;26;26;26;26;;99;Apresentação no XI Congresso de La Union Internacional de Arquitectos;Arquitectura y ocio en los paises subdesarrollados;;1905-05-25;;;"Alfredo Britto; Antonio Houaiss; Frederico Morais";Espanhol;12 páginas;Varna, Bulgaria;;;;Textual;Original;1;Datilografado;2;21,5,00 x 33,00 cm;Oxidado, Manchado;Doc. 79.06;;3;3;;;177
1;1;BRFM_CT_12_178;26;26;26;26;;98;Páginas de revista não identificada com textos sobre artes plásticas.;;;;;;;Inglês;25 páginas;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 80;;3;3;;;178
1;1;BRFM_CT_12_179;26;26;26;26;;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Um domingo tecido à fio;;;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 81;;3;3;;;179
1;1;BRFM_CT_11_001;25;25;25;25;;6;"Mostra ""Objeto e Participação"" realizada no Palácio das Artes e manifestação ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte.";Do corpo à terra;;1905-06-23;;;Frederico Morais;Português;22 páginas;Belo Horizonte, MG;;P.30-51.;;Textual;Original;4;Impresso;3;16,00 x 23,00 cm;Bom;Doc. 95;;5;5;;;1
1;1;BRFM_CT_11_002;25;25;25;25;;40;VII Festival de Arte de Ouro Preto;;;;;;;Português;2 páginas;Ouro Preto, MG;;;;Textual;"Original; cópia";1;Impresso;3;"22,00 x 16; 21,00 x 29,5,00 cm";Oxidado;Doc. 96.01;;5;5;;;2
1;1;BRFM_CT_11_003;25;25;25;25;;57;Do Corpo à Terra;;;;;;;Português;1 página;Belo Horizonte, MG;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 96.02;;5;5;;;3
1;1;BRFM_CT_11_004;25;25;25;25;;14;Solicitação de empréstimo de esculturas do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ para exposição integrante do VII Festival de Arte de Ouro Preto organizada pelo crítico Frederico Morais e pela Hidrominas.;;;1970-04-09;;;Pery Rocha França;Português;2 páginas;Belo Horizonte, MG;;;;Textual;"Original; cópia";1;Datilografado;2;21,5,00 x 22,00 cm;Manchado, Oxidado;Doc. 96.03;;5;5;;;4
1;1;BRFM_CT_11_005;25;25;25;25;;89;"Evento ""Arte no Parque - Do Corpo à Terra"" realizado no Palácio das Artes de Belo Horizonte.";;;1905-05-23;;;;Português;4 páginas;Belo Horizonte, MG;;;;Textual;"Original; cópia";1;Datilografado;2;"21,5,00 x 28,00 cm; 21,00 x 29,5,00 cm";Manchado, Oxidado;Doc. 96.04;;5;5;;;5
1;1;BRFM_CT_11_006;25;25;25;25;;57;Do Corpo à Terra;;;;;;;Português;2 páginas;Belo Horizonte, MG;;;;Textual;"Original; cópia";1;Impresso;3;"25,00 x 10,00 cm; 21,00 x 29,5,00 cm";Bom;Doc. 96.05;;5;5;;;6
1;1;BRFM_CT_11_007;25;25;25;25;;99;"Mostra ""Objeto e Participação"" realizada no Palácio das Artes e manifestação ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte.";;;2001-12-05;;;Frederico Morais;Português;2 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 97.01;;5;5;;;7
1;1;BRFM_CT_11_008;25;25;25;25;;43;"Cronologia de antecedentes da mostra ""Objeto e Participação"".";;;;;;Frederico Morais;Português;2 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 97.02;;5;5;;;8
1;1;BRFM_CT_11_009;25;25;25;25;;95;"Devolução de obras que integraram a exposição ""Neovanguardas"" realizada no Museu de Arte da Pampulha.";;;2008-03-24;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.03;;5;5;;;9
1;1;BRFM_CT_11_010;25;25;25;25;;95;"Transporte de obras que integraram a exposição ""Neovanguardas"" realizada no Museu de Arte da Pampulha.";;;2008-03-26;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.04;;5;5;;;10
1;1;BRFM_CT_11_011;25;25;25;25;;6;Texto de apresentação de exposição realizada no Itaú Cultural.;Do Corpo à Terra: Um marco radical na arte brasileira;;;-/10/2001;;Frederico Morais;Português;5 páginas;Belo Horizonte, MG;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.05;;5;5;;;11
1;1;BRFM_CT_11_012;25;25;25;25;;94;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";;;2001-06-25;;;Frederico Morais;Português;3 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 97.06;;5;5;;;12
1;1;BRFM_CT_11_013;25;25;25;25;;91;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";;;2001-10-26;;;Frederico Morais;Português;7 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.07;;5;5;;;13
1;1;BRFM_CT_11_014;25;25;25;25;;91;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";;;2001-10-26;;;Frederico Morais;Português;19 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 97.08;;5;5;;;14
1;1;BRFM_CT_11_015;25;25;25;25;;14;Encaminhamento de informações sobre produções audiovisuais e réplica de caixa de madeira para Cecília Machado.;;;;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.09;;5;5;;;15
1;1;BRFM_CT_11_016;25;25;25;25;;43;"Cronologia de eventos no Rio de Janeiro entre 1968 e 1982. Em anexo carta para MAria Eugênio Saturni sobre a mostra ""Do Corpo à Terra"".";;;2001-07-23;;;Frederico Morais;Português;7 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 97.10;;5;5;;;16
1;1;BRFM_CT_11_017;25;25;25;25;;65;"Lista de obras que cita mostra ""Territórios"" e trabalho ""15 lições sobre arte e história da arte"" do crítico Frederico Morais.";;;;;;;Português;7 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.11;;5;5;;;17
1;1;BRFM_CT_11_018;25;25;25;25;;91;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";;;2001-10-26;;;Frederico Morais;Português;19 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado, Manchado;Doc. 97.12;;5;5;;;18
1;1;BRFM_CT_11_019;25;25;25;25;;6;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";Do Corpo à Terra: um marco radical na arte brasileira;;;;;Frederico Morais;Português;6 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.13;;5;5;;;19
1;1;BRFM_CT_11_020;25;25;25;25;;99;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";;;2001-12-05;;;Frederico Morais;Português;3 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.14;;5;5;;;20
1;1;BRFM_CT_11_021;25;25;25;25;;99;"Mostra ""Anos 70 - Do Corpo à Terra"" realizada no Itaú Cultural.";;;;;;Frederico Morais;Português;18 páginas;;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 97.15;;5;5;;;21
1;1;BRFM_CT_11_022;25;25;25;25;;89;Itaú Cultura de Belo Horizonte. Em anexo lista com nomes e números telefônicos.;;;;;;;Português;2 páginas;Belo Horizonte, MG;;;;Cartográfico;Original;1;"Impresso; manuscrito";3;"42,00 x 30,00 cm; 14,5,00 x 21,00 cm";Oxidado;Doc. 97.16;;5;5;;;22
1;1;BRFM_CT_11_023;25;25;25;25;;34;Certificado de seguro de obras. Em anexo recibos e planta.;;;2001-10-19;;;Gilberto Tadiello;Português;14 páginas;São Paulo, SP;;;;Textual, cartográfico;Original;1;Impresso;3;"21,00 x 29,5,00 cm; 21,5,00 x 32,00 cm";Oxidado;Doc. 97.17;;5;5;;;23
1;1;BRFM_CT_11_024;25;25;25;25;;37;"Textos sobre a mostra ""Objeto e Participação"" realizada no Palácio das Artes e a manifestação ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte. Em anexo lista de comentários, cronologia e bibliografia.";;;;;;;Português;15 páginas;;;;;Textual;Cópia;1;Impresso;3;"21,00 x 29,5,00 cm; 16,00 x 23,5,00 cm";Oxidado;Doc. 98;;5;5;;;24
1;1;BRFM_CT_11_025;25;25;25;25;;59;Exposição no Palácio da Artes de Belo Horizonte.;;;1905-05-23;;;;;9 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;17,5,00 x 12,5,00 cm;Manchado;Doc. 99.01;;5;5;;;25
1;1;BRFM_CT_11_026;25;25;25;25;;57;Exposição no Palácio da Artes de Belo Horizonte.;;;;-/-6/1970;;;"Português; Inglês";4 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;"18,00 x 4,5,00 cm; 7,5,00 x 7,5,00 cm";Bom;Doc. 99.02;;5;5;;;26
1;1;BRFM_CT_11_027;25;25;25;25;;76;Manuel produzido pelo Ministério da Guerra do Brasil.;Manual Técnico - Munições Químicas;;1955-07-26;;;;Português;112 páginas;Rio de Janeiro, RJ;;;;Textual;Original;4;Impresso;2;16,00 x 23,00 cm;Papel Acidificado/Amarelado, Oxidado;Doc. 99.03;;5;5;;;27
1;1;BRFM_CT_11_028;25;25;25;25;;126;Exposição no Parque Municipal de Belo Horizonte.;;;1970-04-10;;;;Português;4 páginas;Belo Horizonte, MG;;;;Textual;"Original; cópia";1;Datilografado;2;21,00 x 29,5,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 99.04;;5;5;;;28
1;1;BRFM_CT_11_029;25;25;25;25;;94;Espaço para exposições realizadas no Parque Municipal e no Palácio das Artes de Belo Horizonte.;Readymades - história das artes plásticas;;1970-04-17;;;;Português;2 páginas;Belo Horizonte, MG;;;;Textual;"Original; cópia";1;Manuscrito;2;21,5,00 x 33,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 99.05;;5;5;;;29
1;1;BRFM_CT_11_030;25;25;25;25;;125;Informações sobre Frederico Morais e sobre nome de trabalho.;;;1970-04-27;;;;Português;2 páginas;;;;;Textual;"Original; cópia";1;Impresso;3;"21,00 x 18,5,00 cm; 12,5,00 x 14,00 cm";Papel Acidificado/Amarelado, Manchado;Doc. 99.06;;5;5;;;30
1;1;BRFM_CT_11_031;25;25;25;25;;14;"Informando envio de material relativo à mostra ""Objeto e Participação"" realizada no Palácio das Artes e à manifestação ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte.";;;1970-09-19;;;José Ronaldo Lima;Português;16 páginas;Belo Horizonte, MG;;;;Textual;"Original; cópia";1;Impresso;3;21,00 x 33,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado, Oxidado;Doc. 99.07;;5;5;;;31
